-0.3725436	-0.14344682	-0.17298868	-0.11457957	-0.52645	-0.058799755	-0.12563413	-0.0010286967	0.362257	0.09688376	-0.03692043	0.0741288	-0.12001923	0.06401264	-0.020163264	0.2163604
-0.522827	-0.37431505	-0.40157622	-0.07831661	-0.5397044	0.09064324	-0.30851686	-0.06468865	0.46346384	0.0033546838	-0.090752855	0.18016256	-0.1312603	-0.060049433	-0.1691224	0.2131223
-0.112899706	0.23420325	0.2551481	0.1388919	-0.27163997	0.00966595	-0.16328415	-0.06483366	0.4266674	0.052149013	-0.2124965	0.18738432	0.07071812	0.22400856	-0.008652699	0.06405488
0.038837835	0.18272524	-0.036903817	0.16639607	-0.2990669	-0.009805416	-0.16310489	-0.19176449	0.16253012	-0.0964418	-0.3176654	0.079274625	-0.17429519	0.1585369	-0.11387783	0.24172682
0.17606004	0.30135468	-0.11054597	0.17473207	-0.43049765	0.017823804	0.053723745	-0.06226168	0.15717196	0.003203756	-0.2320158	-0.083515726	-0.19734089	0.044241007	-0.0869896	0.17267944
0.11217283	0.46879473	0.55875695	0.19826816	0.08639898	0.12773554	0.011601292	0.1091443	0.48679695	0.10878515	-0.14413269	0.3990755	0.4635204	0.47505403	0.05867197	-0.16100772
-0.37361196	-0.28621483	-0.1816142	-0.075761646	-0.39123362	-0.027737865	-0.25683182	-0.1359862	0.37221426	0.022682896	-0.21057603	0.2423381	-0.04378375	-0.006935685	-0.1409292	0.18528216
-0.17560771	-0.002138465	0.02298828	-0.0948212	-0.4195539	-0.13280739	-0.15604565	-0.12181887	0.22390115	0.12280933	-0.17858778	0.018418627	-0.047530115	0.10403396	0.016537892	0.21225192
0.45568928	0.57135665	0.51895463	0.1097808	-0.20111667	-0.11234455	0.42806023	0.0515716	-0.07842598	0.12512788	-0.031692274	-0.2324251	-0.06693908	0.38068762	0.20511803	-0.0028930448
-0.22542936	-0.036262084	0.10014833	0.044737324	-0.22226697	0.019565215	-0.14848937	-0.024006333	0.32000446	0.039725978	-0.10500249	0.14078179	0.05449753	0.12840864	-0.003533423	0.033167593
-0.3474344	-0.44862217	0.09205179	-0.40581614	-0.4148712	-0.35582092	-0.31705114	-0.3111774	0.23095126	0.3580847	-0.2621961	0.24903736	0.052439246	0.23973496	0.23285381	0.38672912
-0.090823665	-0.046544153	-0.19875704	-0.21476987	-0.52527845	-0.23291457	0.19226147	-0.061585695	-0.21387863	0.3405297	0.027871719	-0.31785685	-0.30050626	0.03849665	0.24746081	0.31317738
0.41066203	0.46439144	-0.110046506	0.20069972	-0.4172437	-0.1038589	0.18486027	-0.20396282	-0.2017622	0.03649181	-0.3303016	-0.364137	-0.3228942	-0.047695324	0.0060471003	0.27743372
-0.38235903	-0.3286495	-0.32764608	0.061734654	-0.36522195	0.15028706	-0.28249583	-0.07194602	0.4085251	-0.13576101	-0.13052158	0.16310556	-0.1202286	-0.15870473	-0.22850867	0.107615314
